2.645502645502646223e-03 5.170755170755172124e-03 2.645502645502646223e-03 2.032227032227032840e-02 5.170755170755172124e-03 1.274651274651274896e-02 7.696007696007698025e-03 2.537277537277538020e-02 1.527176527176527486e-02 1.274651274651274896e-02 7.804232804232805742e-01 1.527176527176527486e-02 1.527176527176527486e-02 1.274651274651274896e-02 2.284752284752285256e-02 1.527176527176527486e-02 1.274651274651274896e-02 7.696007696007698025e-03 7.696007696007698025e-03 1.202501202501202816e-04 1.202501202501202816e-04
9.639483323693851143e-05 9.639483323693851143e-05 9.639483323693851143e-05 4.144977829188356208e-03 1.021785232311548351e-02 4.144977829188356208e-03 2.120686331212647685e-03 1.629072681704260908e-02 9.639483323693851143e-05 9.639483323693851143e-05 6.169269327164064731e-03 8.887603624445731265e-01 1.224214382109119204e-02 1.224214382109119204e-02 1.224214382109119204e-02 8.193560825139773254e-03 8.193560825139773254e-03 4.144977829188356208e-03 6.169269327164064731e-03 2.120686331212647685e-03 2.120686331212647685e-03
2.984669651336319205e-03 1.438068104734771882e-02 2.984669651336319205e-03 5.833672500339168350e-03 5.833672500339168350e-03 1.356668023334690301e-04 5.833672500339168350e-03 8.682675349342017929e-03 5.833672500339168350e-03 5.833672500339168350e-03 1.153167819834486837e-02 2.984669651336319205e-03 8.519875186541855383e-01 2.007868674535341971e-02 1.153167819834486837e-02 2.577669244335911714e-02 5.833672500339168350e-03 5.833672500339168350e-03 2.984669651336319205e-03 2.984669651336319205e-03 1.356668023334690301e-04
1.694628029147602570e-04 3.728181664124726249e-03 1.694628029147602570e-04 1.084561938654465645e-02 1.694628029147602570e-04 1.694628029147602570e-04 3.728181664124726249e-03 1.084561938654465645e-02 3.728181664124726249e-03 3.728181664124726249e-03 2.863921369259448541e-02 1.084561938654465645e-02 1.694628029147602570e-04 8.364683951872566858e-01 1.084561938654465645e-02 3.219793255380445224e-02 2.508049483138452204e-02 1.084561938654465645e-02 3.728181664124726249e-03 3.728181664124726249e-03 1.694628029147602570e-04
1.565947754288561774e-03 7.117944337675279683e-05 7.117944337675279683e-05 9.039789308847606675e-03 7.117944337675279683e-05 4.555484376112178997e-03 1.565947754288561774e-03 3.060716065200370494e-03 1.565947754288561774e-03 7.117944337675279683e-05 6.050252687023987934e-03 9.039789308847606675e-03 1.565947754288561774e-03 3.060716065200370494e-03 9.059007758559329826e-01 1.800839917431846030e-02 9.039789308847606675e-03 1.053455761975941561e-02 4.555484376112178997e-03 7.545020997935796871e-03 3.060716065200370494e-03
9.467007478935909968e-05 2.082741645365900410e-03 2.082741645365900410e-03 8.046956357095524232e-03 6.058884786518982379e-03 4.070813215942441395e-03 2.082741645365900410e-03 8.046956357095524232e-03 9.467007478935909968e-05 8.046956357095524232e-03 8.046956357095524232e-03 9.467007478935909968e-05 6.058884786518982379e-03 8.046956357095524232e-03 8.046956357095524232e-03 8.490012307109724432e-01 4.184417305689672184e-02 1.997538578055477188e-02 1.401117106882514805e-02 2.082741645365900410e-03 2.082741645365900410e-03
8.533879501621436194e-05 5.461682881037719164e-03 8.533879501621436194e-05 7.253797576378221389e-03 5.461682881037719164e-03 8.533879501621436194e-05 8.533879501621436194e-05 5.461682881037719164e-03 8.533879501621436194e-05 5.461682881037719164e-03 8.533879501621436194e-05 7.253797576378221389e-03 1.877453490356716234e-03 8.533879501621436194e-05 5.461682881037719164e-03 1.979860044376173522e-02 8.728451954258406031e-01 3.771974739716674879e-02 2.159071513910223658e-02 3.669568185697217808e-03 8.533879501621436194e-05
8.769622029290537256e-05 1.929316846443918359e-03 8.769622029290537256e-05 1.113741997719898229e-02 1.929316846443918359e-03 8.769622029290537256e-05 8.769622029290537256e-05 1.929316846443918359e-03 8.769622029290537256e-05 8.769622029290537256e-05 7.454178724896956369e-03 1.929316846443918359e-03 1.929316846443918359e-03 1.929316846443918359e-03 5.612558098745943844e-03 3.770937472594930884e-03 1.113741997719898229e-02 8.877488380250810884e-01 4.060334999561519137e-02 1.850390248180303412e-02 1.929316846443918359e-03
6.128577557148985003e-05 6.128577557148985003e-05 1.348287062572776918e-03 5.209290923576638012e-03 6.128577557148985003e-05 6.128577557148985003e-05 1.348287062572776918e-03 3.922289636575350402e-03 2.635288349574063660e-03 1.348287062572776918e-03 5.209290923576638012e-03 6.128577557148985003e-05 6.128577557148985003e-05 1.348287062572776918e-03 1.348287062572776918e-03 6.128577557148985003e-05 3.922289636575350402e-03 1.293129864558435933e-02 9.176932034074890554e-01 2.708831280259851523e-02 1.421829993258564608e-02
7.522756337922214263e-05 7.522756337922214263e-05 7.522756337922214263e-05 7.522756337922214263e-05 7.522756337922214263e-05 3.234785225306552065e-03 7.522756337922214263e-05 1.655006394342887219e-03 7.522756337922214263e-05 7.522756337922214263e-05 7.522756337922214263e-05 7.522756337922214263e-05 7.522756337922214263e-05 1.655006394342887219e-03 7.522756337922214263e-05 7.522756337922214263e-05 4.814564056270217128e-03 3.234785225306552065e-03 9.553900549161211883e-03 9.432031896486872125e-01 3.167080418265252190e-02
2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 2.021181987226129892e-05 4.446600371897486102e-04 2.021181987226129892e-05 2.021181987226129892e-05 4.446600371897486102e-04 2.021181987226129892e-05 4.446600371897486102e-04 4.446600371897486102e-04 2.566901123777185021e-03 2.142452906459697652e-03 9.932290403427925796e-01
