9.753350441973197560e-01 1.051468491588252244e-02 2.281151981750784326e-03 4.526660963786712823e-03 2.281151981750784326e-03 7.841459937268322475e-04 1.532648987738808232e-03 7.841459937268322475e-04 3.564299971485600509e-05 3.564299971485600509e-05 1.532648987738808232e-03 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05 3.564299971485600509e-05
1.786753095653619439e-03 9.345965262195630174e-01 1.923876007645641470e-02 7.894955538934598713e-03 8.767555887974736936e-03 1.786753095653619439e-03 6.149754840854318796e-03 9.141527466134798064e-04 1.786753095653619439e-03 4.155239757333999059e-05 5.277154491814178838e-03 9.141527466134798064e-04 3.531953793733898922e-03 9.141527466134798064e-04 9.141527466134798064e-04 9.141527466134798064e-04 1.786753095653619439e-03 4.155239757333999059e-05 9.141527466134798064e-04 4.155239757333999059e-05 1.786753095653619439e-03
9.763286359031042236e-03 2.910564612692272818e-02 8.821037118909460517e-01 3.684259003407940047e-02 9.763286359031042236e-03 3.960578428663535412e-03 2.026342451874367338e-03 2.026342451874367338e-03 9.210647508519850552e-05 5.894814405452704353e-03 9.763286359031042236e-03 9.210647508519850552e-05 2.026342451874367338e-03 9.210647508519850552e-05 9.210647508519850552e-05 2.026342451874367338e-03 9.210647508519850552e-05 9.210647508519850552e-05 3.960578428663535412e-03 9.210647508519850552e-05 9.210647508519850552e-05
2.221525273116930783e-03 6.063457216036799956e-03 6.612304636453923690e-03 9.275782760963882101e-01 1.978464272646490371e-02 8.258846897705295759e-03 7.709999477288172025e-03 2.770372693534054950e-03 3.868067534368303285e-03 2.770372693534054950e-03 2.770372693534054950e-03 2.770372693534054950e-03 2.221525273116930783e-03 1.123830432282682664e-03 5.749830118655586053e-04 2.613559144843447836e-05 1.123830432282682664e-03 1.123830432282682664e-03 2.613559144843447836e-05 5.749830118655586053e-04 2.613559144843447836e-05
1.523526077097505770e-03 3.755668934240363223e-03 3.755668934240363223e-03 1.938066893424036582e-02 9.137259070294786456e-01 1.045209750566893601e-02 7.475907029478459122e-03 1.268424036281179390e-02 5.243764172335601235e-03 5.243764172335601235e-03 3.755668934240363223e-03 3.011621315192744217e-03 3.543083900226757463e-05 7.794784580498867639e-04 7.794784580498867639e-04 4.499716553287982229e-03 2.267573696145124777e-03 7.794784580498867639e-04 3.543083900226757463e-05 3.543083900226757463e-05 7.794784580498867639e-04
7.870916961826053960e-05 6.690279417552146002e-03 3.384494293585203067e-03 1.660763478945297481e-02 1.330184966548603187e-02 8.761117670208580233e-01 1.991341991341991774e-02 8.343171979535617469e-03 5.037386855568674535e-03 9.996064541519088936e-03 6.690279417552146002e-03 3.384494293585203067e-03 6.690279417552146002e-03 3.384494293585203067e-03 6.690279417552146002e-03 3.384494293585203067e-03 3.384494293585203067e-03 3.384494293585203067e-03 1.731601731601732034e-03 1.731601731601732034e-03 7.870916961826053960e-05
1.344825478329971565e-03 2.628522525826762230e-03 1.344825478329971565e-03 1.033070481080750752e-02 1.546549300079467192e-02 5.195916620820343994e-03 8.935142734885996862e-01 2.060028119078183631e-02 7.763310715813926191e-03 1.033070481080750752e-02 1.033070481080750752e-02 6.479613668317134659e-03 2.628522525826762230e-03 1.344825478329971565e-03 3.912219573323553329e-03 3.912219573323553329e-03 6.112843083318052076e-05 6.112843083318052076e-05 2.628522525826762230e-03 6.112843083318052076e-05 6.112843083318052076e-05
3.968253968253968928e-05 4.206349206349206671e-03 3.373015873015873609e-03 5.873015873015873661e-03 1.170634920634920813e-02 7.539682539682540652e-03 1.337301587301587512e-02 9.100396825396827039e-01 8.373015873015874147e-03 7.539682539682540652e-03 8.373015873015874147e-03 4.206349206349206671e-03 4.206349206349206671e-03 2.539682539682540114e-03 2.539682539682540114e-03 3.373015873015873609e-03 8.730158730158732320e-04 1.706349206349206619e-03 3.968253968253968928e-05 3.968253968253968928e-05 3.968253968253968928e-05
1.770224818551956777e-04 1.770224818551956777e-04 1.770224818551956777e-04 1.504691095769163274e-02 7.611966719773414006e-03 1.132943883873252337e-02 1.132943883873252337e-02 2.248185519560984974e-02 8.105859444149410287e-01 3.363427155248718131e-02 1.132943883873252337e-02 3.894494600814305072e-03 2.619932731456895911e-02 1.504691095769163274e-02 3.894494600814305072e-03 7.611966719773414006e-03 1.770224818551956777e-04 3.894494600814305072e-03 3.894494600814305072e-03 3.894494600814305072e-03 7.611966719773414006e-03
9.053050878145936162e-05 3.892811877602752550e-03 1.991671193192106389e-03 1.991671193192106389e-03 3.892811877602752550e-03 7.695093246424046171e-03 3.892811877602752550e-03 1.339851529965598725e-02 1.149737461524534023e-02 8.746152453376789815e-01 1.339851529965598725e-02 1.339851529965598725e-02 5.793952562013399143e-03 5.793952562013399143e-03 1.529965598406663428e-02 7.695093246424046171e-03 7.695093246424046171e-03 1.991671193192106389e-03 3.892811877602752550e-03 1.991671193192106389e-03 9.053050878145936162e-05
